Parent_ASIN,Child_ASIN,Title,SKU,Sessions_Mobile_App,Sessions_Mobile_APP_B2B,Sessions_Browser,Sessions_Browser_B2B,Sessions_Total,Sessions_Total_B2B,Session_Percentage_Mobile_App,Session_Percentage_Mobile_APP_B2B,Session_Percentage_Browser,Session_Percentage_Browser_B2B,Session_Percentage_Total,Session_Percentage_Total_B2B,Page_Views_Mobile_App,Page_Views_Mobile_APP_B2B,Page_Views_Browser,Page_Views_Browser_B2B,Page_Views_Total,Page_Views_Total_B2B,Page_Views_Percentage_Mobile_App,Page_Views_Percentage_Mobile_App_B2B,Page_Views_Percentage_Browser,Page_Views_Percentage_Browser_B2B,Page_Views_Percentage_Total,Page_Views_Percentage_Total_B2B,Featured_Offer_Buy_Box_Percentage,Featured_Offer_Buy_Box_Percentage_B2B,Units_Ordered,Units_Ordered_B2B,Unit_Session_Percentage,Unit_Session_Percentage_B2B,Ordered_Product_Sales,Ordered_Product_Sales_B2B,Total_Order_Items,Total_Order_Items_B2B,Report_Date
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,98,8,1234,57,1332,65,0.0736,0.1231,0.9264,0.8769,1.0,1.0,132,8,2246,68,2378,76,0.0555,0.1053,0.9445,0.8947,1.0,1.0,0.9791,0.7872,22,3,0.0165,0.0012,837.59,8.51,22,3,2022-09-15
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,172,16,1651,12,1823,28,0.0943,0.5714,0.9057,0.4286,1.0,1.0,262,17,1752,14,2014,31,0.1301,0.5484,0.8699,0.4516,1.0,1.0,0.539,0.4361,33,5,0.0181,0.0033,1954.25,91.1,33,1,2022-09-16
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,563,6,111,19,674,25,0.8353,0.24,0.1647,0.76,1.0,1.0,689,6,184,22,873,28,0.7892,0.2143,0.2108,0.7857,1.0,1.0,0.5471,0.3705,1,1,0.0015,0.0004,40.62,1.92,1,0,2022-09-17
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,322,5,2348,60,2670,65,0.1206,0.0769,0.8794,0.9231,1.0,1.0,513,5,3608,72,4121,77,0.1245,0.0649,0.8755,0.9351,1.0,1.0,0.9821,0.7054,23,0,0.0086,0.0005,921.9,8.25,23,0,2022-09-18
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,135,0,2343,60,2478,60,0.0545,0.0,0.9455,1.0,1.0,1.0,154,0,3423,72,3577,72,0.0431,0.0,0.9569,1.0,1.0,1.0,0.7508,0.6757,35,0,0.0141,0.0032,1582.73,4.3,35,2,2022-09-19
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,234,20,2063,45,2297,65,0.1019,0.3077,0.8981,0.6923,1.0,1.0,343,22,3125,54,3468,76,0.0989,0.2895,0.9011,0.7105,1.0,1.0,0.628,0.4069,33,5,0.0144,0.0017,739.31,10.36,33,1,2022-09-20
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,482,6,1358,56,1840,62,0.262,0.0968,0.738,0.9032,1.0,1.0,745,6,1700,67,2445,73,0.3047,0.0822,0.6953,0.9178,1.0,1.0,0.5982,0.5615,33,3,0.0179,0.0052,1636.76,74.72,33,3,2022-09-21
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,15,20,974,8,989,28,0.0152,0.7143,0.9848,0.2857,1.0,1.0,18,22,1748,9,1766,31,0.0102,0.7097,0.9898,0.2903,1.0,1.0,0.5301,0.499,9,0,0.0091,0.0022,380.24,14.66,9,0,2022-09-22
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,49,10,1786,16,1835,26,0.0267,0.3846,0.9733,0.6154,1.0,1.0,67,11,3426,19,3493,30,0.0192,0.3667,0.9808,0.6333,1.0,1.0,0.5976,0.4928,5,0,0.0027,0.0006,184.3,5.48,5,0,2022-09-23
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,190,0,1376,60,1566,60,0.1213,0.0,0.8787,1.0,1.0,1.0,259,0,1699,72,1958,72,0.1323,0.0,0.8677,1.0,1.0,1.0,0.652,0.4298,13,0,0.0083,0.0022,312.61,5.7,13,2,2022-09-24
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,144,7,1042,51,1186,58,0.1214,0.1207,0.8786,0.8793,1.0,1.0,226,7,1285,61,1511,68,0.1496,0.1029,0.8504,0.8971,1.0,1.0,0.7477,0.4886,17,0,0.0143,0.0034,1079.53,22.78,17,0,2022-09-25
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,98,3,1942,22,2040,25,0.048,0.12,0.952,0.88,1.0,1.0,151,3,2884,26,3035,29,0.0498,0.1034,0.9502,0.8966,1.0,1.0,0.6415,0.4333,11,0,0.0054,0.0015,430.37,0.79,11,0,2022-09-26
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,561,6,2230,19,2791,25,0.201,0.24,0.799,0.76,1.0,1.0,864,6,4439,22,5303,28,0.1629,0.2143,0.8371,0.7857,1.0,1.0,0.7039,0.6415,1,1,0.0004,0.0,53.81,1.22,1,0,2022-09-27
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,599,11,629,6,1228,17,0.4878,0.6471,0.5122,0.3529,1.0,1.0,822,12,1181,7,2003,19,0.4104,0.6316,0.5896,0.3684,1.0,1.0,0.5256,0.4956,37,6,0.0301,0.0047,2250.5,93.38,37,2,2022-09-28
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,207,18,1905,1,2112,19,0.098,0.9474,0.902,0.0526,1.0,1.0,229,19,3324,1,3553,20,0.0645,0.95,0.9355,0.05,1.0,1.0,0.7212,0.5685,31,3,0.0147,0.001,1425.68,84.07,31,3,2022-09-29
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,88,6,1893,38,1981,44,0.0444,0.1364,0.9556,0.8636,1.0,1.0,131,6,3686,45,3817,51,0.0343,0.1176,0.9657,0.8824,1.0,1.0,0.5252,0.3332,12,2,0.0061,0.001,268.23,12.12,12,2,2022-09-30
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,441,15,711,25,1152,40,0.3828,0.375,0.6172,0.625,1.0,1.0,655,16,1127,30,1782,46,0.3676,0.3478,0.6324,0.6522,1.0,1.0,0.9642,0.9503,12,2,0.0104,0.0004,703.16,22.61,12,1,2022-10-01
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,527,18,921,58,1448,76,0.364,0.2368,0.636,0.7632,1.0,1.0,726,19,1088,69,1814,88,0.4002,0.2159,0.5998,0.7841,1.0,1.0,0.5825,0.4771,39,2,0.0269,0.0011,1814.43,61.3,39,1,2022-10-02
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,40,0,1610,27,1650,27,0.0242,0.0,0.9758,1.0,1.0,1.0,58,0,3049,32,3107,32,0.0187,0.0,0.9813,1.0,1.0,1.0,0.8843,0.6584,16,2,0.0097,0.001,980.37,26.23,16,1,2022-10-03
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,412,1,1413,58,1825,59,0.2258,0.0169,0.7742,0.9831,1.0,1.0,438,1,2184,69,2622,70,0.167,0.0143,0.833,0.9857,1.0,1.0,0.9375,0.5669,4,0,0.0022,0.0002,182.77,4.94,4,1,2022-10-04
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,366,1,856,2,1222,3,0.2995,0.3333,0.7005,0.6667,1.0,1.0,583,1,1260,2,1843,3,0.3163,0.3333,0.6837,0.6667,1.0,1.0,0.5208,0.3853,28,3,0.0229,0.0015,1508.11,2.68,28,2,2022-10-05
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,82,16,1959,23,2041,39,0.0402,0.4103,0.9598,0.5897,1.0,1.0,104,17,2641,27,2745,44,0.0379,0.3864,0.9621,0.6136,1.0,1.0,0.9058,0.6973,3,1,0.0015,0.0004,114.69,1.25,3,1,2022-10-06
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,373,7,822,1,1195,8,0.3121,0.875,0.6879,0.125,1.0,1.0,409,7,1185,1,1594,8,0.2566,0.875,0.7434,0.125,1.0,1.0,0.828,0.5904,3,0,0.0025,0.0004,81.38,2.83,3,0,2022-10-07
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,260,5,2283,7,2543,12,0.1022,0.4167,0.8978,0.5833,1.0,1.0,282,5,4194,8,4476,13,0.063,0.3846,0.937,0.6154,1.0,1.0,0.6521,0.4813,16,1,0.0063,0.0007,1027.55,61.85,16,2,2022-10-08
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,214,1,875,16,1089,17,0.1965,0.0588,0.8035,0.9412,1.0,1.0,276,1,1530,19,1806,20,0.1528,0.05,0.8472,0.95,1.0,1.0,0.889,0.633,15,2,0.0138,0.0019,840.68,25.73,15,2,2022-10-09
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,522,11,142,45,664,56,0.7861,0.1964,0.2139,0.8036,1.0,1.0,610,12,171,54,781,66,0.781,0.1818,0.219,0.8182,1.0,1.0,0.5886,0.5531,8,1,0.012,0.0016,406.89,0.52,8,0,2022-10-10
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,318,1,1775,34,2093,35,0.1519,0.0286,0.8481,0.9714,1.0,1.0,372,1,2517,40,2889,41,0.1288,0.0244,0.8712,0.9756,1.0,1.0,0.7931,0.4858,5,0,0.0024,0.0002,196.76,8.81,5,0,2022-10-11
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,384,10,2322,30,2706,40,0.1419,0.25,0.8581,0.75,1.0,1.0,457,11,2460,36,2917,47,0.1567,0.234,0.8433,0.766,1.0,1.0,0.6403,0.4361,19,1,0.007,0.0006,1195.24,51.71,19,2,2022-10-12
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,539,19,164,35,703,54,0.7667,0.3519,0.2333,0.6481,1.0,1.0,655,20,240,42,895,62,0.7318,0.3226,0.2682,0.6774,1.0,1.0,0.7769,0.5837,0,0,0.0,0.0,0.0,0.0,0,1,2022-10-13
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,187,12,2330,13,2517,25,0.0743,0.48,0.9257,0.52,1.0,1.0,267,13,3702,15,3969,28,0.0673,0.4643,0.9327,0.5357,1.0,1.0,0.6066,0.5619,15,2,0.006,0.0017,911.01,18.99,15,0,2022-10-14
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,68,8,2107,35,2175,43,0.0313,0.186,0.9687,0.814,1.0,1.0,97,8,3362,42,3459,50,0.028,0.16,0.972,0.84,1.0,1.0,0.7035,0.4966,11,1,0.0051,0.0006,581.1,11.76,11,0,2022-10-15
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,124,12,649,54,773,66,0.1604,0.1818,0.8396,0.8182,1.0,1.0,196,13,1291,64,1487,77,0.1318,0.1688,0.8682,0.8312,1.0,1.0,0.7194,0.4461,34,4,0.044,0.0095,2130.91,140.29,34,0,2022-10-16
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,251,8,323,4,574,12,0.4373,0.6667,0.5627,0.3333,1.0,1.0,301,8,534,4,835,12,0.3605,0.6667,0.6395,0.3333,1.0,1.0,0.583,0.4825,39,6,0.0679,0.0203,2448.6,101.96,39,1,2022-10-17
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,168,0,198,34,366,34,0.459,0.0,0.541,1.0,1.0,1.0,176,0,254,40,430,40,0.4093,0.0,0.5907,1.0,1.0,1.0,0.8271,0.5512,9,1,0.0246,0.0006,359.35,16.0,9,1,2022-10-18
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,263,7,2354,34,2617,41,0.1005,0.1707,0.8995,0.8293,1.0,1.0,357,7,4241,40,4598,47,0.0776,0.1489,0.9224,0.8511,1.0,1.0,0.5468,0.5368,2,1,0.0008,0.0001,98.9,0.82,2,0,2022-10-19
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,191,7,688,39,879,46,0.2173,0.1522,0.7827,0.8478,1.0,1.0,288,7,1271,46,1559,53,0.1847,0.1321,0.8153,0.8679,1.0,1.0,0.8668,0.6001,33,3,0.0375,0.0033,1562.67,101.25,33,1,2022-10-20
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,34,4,1122,19,1156,23,0.0294,0.1739,0.9706,0.8261,1.0,1.0,37,4,1877,22,1914,26,0.0193,0.1538,0.9807,0.8462,1.0,1.0,0.5744,0.4829,18,2,0.0156,0.003,1107.72,11.63,18,3,2022-10-21
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,407,15,169,47,576,62,0.7066,0.2419,0.2934,0.7581,1.0,1.0,626,16,333,56,959,72,0.6528,0.2222,0.3472,0.7778,1.0,1.0,0.7364,0.5842,12,0,0.0208,0.0041,315.73,15.62,12,2,2022-10-22
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,545,9,2495,8,3040,17,0.1793,0.5294,0.8207,0.4706,1.0,1.0,784,9,3155,9,3939,18,0.199,0.5,0.801,0.5,1.0,1.0,0.7408,0.6057,8,1,0.0026,0.0005,192.79,13.01,8,0,2022-10-23
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,248,9,112,48,360,57,0.6889,0.1579,0.3111,0.8421,1.0,1.0,270,9,168,57,438,66,0.6164,0.1364,0.3836,0.8636,1.0,1.0,0.6838,0.4108,27,3,0.075,0.0208,1506.04,55.94,27,0,2022-10-24
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,173,11,2203,42,2376,53,0.0728,0.2075,0.9272,0.7925,1.0,1.0,266,12,2858,50,3124,62,0.0851,0.1935,0.9149,0.8065,1.0,1.0,0.5769,0.4359,10,1,0.0042,0.0001,256.09,15.69,10,1,2022-10-25
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,337,17,366,27,703,44,0.4794,0.3864,0.5206,0.6136,1.0,1.0,390,18,508,32,898,50,0.4343,0.36,0.5657,0.64,1.0,1.0,0.8992,0.8869,20,0,0.0284,0.0019,850.0,45.92,20,2,2022-10-26
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,544,1,1657,38,2201,39,0.2472,0.0256,0.7528,0.9744,1.0,1.0,865,1,2048,45,2913,46,0.2969,0.0217,0.7031,0.9783,1.0,1.0,0.7067,0.6135,37,5,0.0168,0.0031,1721.99,33.98,37,0,2022-10-27
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,175,0,1695,40,1870,40,0.0936,0.0,0.9064,1.0,1.0,1.0,222,0,2713,48,2935,48,0.0756,0.0,0.9244,1.0,1.0,1.0,0.663,0.5657,21,1,0.0112,0.0006,1216.81,60.15,21,1,2022-10-28
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,204,6,132,23,336,29,0.6071,0.2069,0.3929,0.7931,1.0,1.0,325,6,150,27,475,33,0.6842,0.1818,0.3158,0.8182,1.0,1.0,0.7181,0.438,28,0,0.0833,0.0154,844.3,57.24,28,1,2022-10-29
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,452,9,1104,56,1556,65,0.2905,0.1385,0.7095,0.8615,1.0,1.0,704,9,2104,67,2808,76,0.2507,0.1184,0.7493,0.8816,1.0,1.0,0.9617,0.7209,40,5,0.0257,0.0057,2294.11,67.23,40,5,2022-10-30
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,534,20,2366,60,2900,80,0.1841,0.25,0.8159,0.75,1.0,1.0,738,22,2488,72,3226,94,0.2288,0.234,0.7712,0.766,1.0,1.0,0.7961,0.7634,2,0,0.0007,0.0002,126.5,1.34,2,1,2022-10-31
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,465,4,2060,21,2525,25,0.1842,0.16,0.8158,0.84,1.0,1.0,576,4,2746,25,3322,29,0.1734,0.1379,0.8266,0.8621,1.0,1.0,0.969,0.6535,40,0,0.0158,0.0012,1895.11,51.32,40,3,2022-11-01
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,33,11,267,52,300,63,0.11,0.1746,0.89,0.8254,1.0,1.0,44,12,519,62,563,74,0.0782,0.1622,0.9218,0.8378,1.0,1.0,0.5977,0.48,16,1,0.0533,0.0093,434.35,16.93,16,0,2022-11-02
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,485,2,1968,36,2453,38,0.1977,0.0526,0.8023,0.9474,1.0,1.0,639,2,2712,43,3351,45,0.1907,0.0444,0.8093,0.9556,1.0,1.0,0.9068,0.8057,30,2,0.0122,0.0013,1109.76,26.46,30,1,2022-11-03
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,289,16,2035,53,2324,69,0.1244,0.2319,0.8756,0.7681,1.0,1.0,425,17,2329,63,2754,80,0.1543,0.2125,0.8457,0.7875,1.0,1.0,0.694,0.5253,7,0,0.003,0.0005,182.06,2.65,7,1,2022-11-04
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,57,8,1286,32,1343,40,0.0424,0.2,0.9576,0.8,1.0,1.0,82,8,2299,38,2381,46,0.0344,0.1739,0.9656,0.8261,1.0,1.0,0.5247,0.486,18,3,0.0134,0.0012,679.62,0.09,18,3,2022-11-05
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,516,11,2013,25,2529,36,0.204,0.3056,0.796,0.6944,1.0,1.0,781,12,3589,30,4370,42,0.1787,0.2857,0.8213,0.7143,1.0,1.0,0.8817,0.8794,6,0,0.0024,0.0007,290.56,5.74,6,0,2022-11-06
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,366,20,2309,58,2675,78,0.1368,0.2564,0.8632,0.7436,1.0,1.0,404,22,3929,69,4333,91,0.0932,0.2418,0.9068,0.7582,1.0,1.0,0.9198,0.7495,17,2,0.0064,0.0004,804.4,51.14,17,1,2022-11-07
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,35,6,262,44,297,50,0.1178,0.12,0.8822,0.88,1.0,1.0,46,6,310,52,356,58,0.1292,0.1034,0.8708,0.8966,1.0,1.0,0.8323,0.5053,35,5,0.1178,0.0237,1372.09,48.83,35,4,2022-11-08
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,274,10,1431,28,1705,38,0.1607,0.2632,0.8393,0.7368,1.0,1.0,392,11,1661,33,2053,44,0.1909,0.25,0.8091,0.75,1.0,1.0,0.7143,0.5702,16,2,0.0094,0.0016,824.28,37.19,16,2,2022-11-09
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,431,1,322,6,753,7,0.5724,0.1429,0.4276,0.8571,1.0,1.0,639,1,430,7,1069,8,0.5978,0.125,0.4022,0.875,1.0,1.0,0.805,0.5998,37,5,0.0491,0.0121,1619.62,17.17,37,6,2022-11-10
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,236,17,2057,51,2293,68,0.1029,0.25,0.8971,0.75,1.0,1.0,376,18,3196,61,3572,79,0.1053,0.2278,0.8947,0.7722,1.0,1.0,0.9043,0.7032,13,1,0.0057,0.0008,469.17,28.33,13,1,2022-11-11
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,568,11,2157,15,2725,26,0.2084,0.4231,0.7916,0.5769,1.0,1.0,633,12,3585,18,4218,30,0.1501,0.4,0.8499,0.6,1.0,1.0,0.7816,0.5302,12,1,0.0044,0.0002,472.05,6.39,12,1,2022-11-12
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,277,1,970,8,1247,9,0.2221,0.1111,0.7779,0.8889,1.0,1.0,435,1,1412,9,1847,10,0.2355,0.1,0.7645,0.9,1.0,1.0,0.728,0.4963,14,1,0.0112,0.0027,796.89,46.53,14,2,2022-11-13
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,328,17,2346,22,2674,39,0.1227,0.4359,0.8773,0.5641,1.0,1.0,418,18,3397,26,3815,44,0.1096,0.4091,0.8904,0.5909,1.0,1.0,0.6666,0.4007,0,0,0.0,0.0,0.0,0.0,0,1,2022-11-14
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,139,7,2229,31,2368,38,0.0587,0.1842,0.9413,0.8158,1.0,1.0,191,7,2417,37,2608,44,0.0732,0.1591,0.9268,0.8409,1.0,1.0,0.7732,0.5191,34,1,0.0144,0.002,1691.26,10.81,34,5,2022-11-15
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,190,12,2476,50,2666,62,0.0713,0.1935,0.9287,0.8065,1.0,1.0,243,13,2899,60,3142,73,0.0773,0.1781,0.9227,0.8219,1.0,1.0,0.6101,0.3949,31,2,0.0116,0.0031,1592.9,71.15,31,5,2022-11-16
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,244,15,2185,46,2429,61,0.1005,0.2459,0.8995,0.7541,1.0,1.0,383,16,2829,55,3212,71,0.1192,0.2254,0.8808,0.7746,1.0,1.0,0.8889,0.8253,24,2,0.0099,0.0008,1232.63,17.8,24,4,2022-11-17
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,448,5,1563,17,2011,22,0.2228,0.2273,0.7772,0.7727,1.0,1.0,563,5,2270,20,2833,25,0.1987,0.2,0.8013,0.8,1.0,1.0,0.6805,0.4795,23,3,0.0114,0.0027,813.85,46.71,23,3,2022-11-18
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,391,11,2309,4,2700,15,0.1448,0.7333,0.8552,0.2667,1.0,1.0,554,12,3243,4,3797,16,0.1459,0.75,0.8541,0.25,1.0,1.0,0.9077,0.684,22,3,0.0081,0.0015,655.98,25.88,22,2,2022-11-19
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,323,3,1638,20,1961,23,0.1647,0.1304,0.8353,0.8696,1.0,1.0,357,3,2052,24,2409,27,0.1482,0.1111,0.8518,0.8889,1.0,1.0,0.7491,0.6236,27,2,0.0138,0.0001,1075.39,58.96,27,3,2022-11-20
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,590,1,270,28,860,29,0.686,0.0345,0.314,0.9655,1.0,1.0,822,1,336,33,1158,34,0.7098,0.0294,0.2902,0.9706,1.0,1.0,0.9617,0.5789,34,5,0.0395,0.0112,1078.52,28.39,34,0,2022-11-21
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,48,19,213,50,261,69,0.1839,0.2754,0.8161,0.7246,1.0,1.0,76,20,353,60,429,80,0.1772,0.25,0.8228,0.75,1.0,1.0,0.619,0.4127,8,1,0.0307,0.0068,179.51,4.0,8,1,2022-11-22
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,328,14,883,41,1211,55,0.2709,0.2545,0.7291,0.7455,1.0,1.0,475,15,1471,49,1946,64,0.2441,0.2344,0.7559,0.7656,1.0,1.0,0.5577,0.5434,28,0,0.0231,0.0005,725.79,39.52,28,0,2022-11-23
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,582,15,494,31,1076,46,0.5409,0.3261,0.4591,0.6739,1.0,1.0,623,16,824,37,1447,53,0.4305,0.3019,0.5695,0.6981,1.0,1.0,0.9181,0.5939,0,0,0.0,0.0,0.0,0.0,0,1,2022-11-24
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,115,15,2043,21,2158,36,0.0533,0.4167,0.9467,0.5833,1.0,1.0,167,16,2344,25,2511,41,0.0665,0.3902,0.9335,0.6098,1.0,1.0,0.7902,0.7379,7,0,0.0032,0.0,231.79,5.46,7,0,2022-11-25
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,493,16,422,27,915,43,0.5388,0.3721,0.4612,0.6279,1.0,1.0,538,17,641,32,1179,49,0.4563,0.3469,0.5437,0.6531,1.0,1.0,0.928,0.6414,14,2,0.0153,0.0021,397.75,7.23,14,0,2022-11-26
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,48,18,946,38,994,56,0.0483,0.3214,0.9517,0.6786,1.0,1.0,51,19,1261,45,1312,64,0.0389,0.2969,0.9611,0.7031,1.0,1.0,0.8077,0.6744,40,5,0.0402,0.0055,2058.69,75.8,40,6,2022-11-27
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,57,13,524,58,581,71,0.0981,0.1831,0.9019,0.8169,1.0,1.0,61,14,791,69,852,83,0.0716,0.1687,0.9284,0.8313,1.0,1.0,0.8814,0.6849,17,0,0.0293,0.0037,890.44,52.12,17,2,2022-11-28
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,567,2,1126,0,1693,2,0.3349,1.0,0.6651,0.0,1.0,1.0,683,2,1942,0,2625,2,0.2602,1.0,0.7398,0.0,1.0,1.0,0.9716,0.7152,33,4,0.0195,0.0003,861.84,52.72,33,5,2022-11-29
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,190,5,918,42,1108,47,0.1715,0.1064,0.8285,0.8936,1.0,1.0,276,5,1830,50,2106,55,0.1311,0.0909,0.8689,0.9091,1.0,1.0,0.7083,0.6887,30,5,0.0271,0.0029,1365.13,13.39,30,4,2022-11-30
PRNT0018ZNMW,B07PKQZNMW,TempEase Digital Meat Thermometer,TMP-THM-019,125,10,1904,59,2029,69,0.0616,0.1449,0.9384,0.8551,1.0,1.0,160,11,3632,70,3792,81,0.0422,0.1358,0.9578,0.8642,1.0,1.0,0.7733,0.6482,3,0,0.0015,0.0003,73.58,0.04,3,1,2022-12-01
