report_date,child_asin,ppc_product,buy_box_group,sessions_total,page_views_total,unit_session_percentage,units_ordered,ordered_product_sales,featured_offer_buy_box_percentage
2022-05-01,B0SPBPRTRT,0,High Buy Box,663,948,6.64,44,855.1,50.41
2022-06-01,B0SPBPRTRT,0,Low Buy Box,2290,2630,0.39,9,265.86,13.34
2022-07-01,B0SPBPRTRT,0,High Buy Box,3466,5073,1.18,41,653.12,51.72
2022-08-01,B0SPBPRTRT,0,Low Buy Box,1603,1944,2.18,35,1245.6,43.97
2022-09-01,B0SPBPRTRT,0,Low Buy Box,520,645,16.92,88,3631.69,3.55
2022-10-01,B0SPBPRTRT,0,Low Buy Box,379,521,1.58,6,184.35,66.97
2022-11-01,B0SPBPRTRT,0,High Buy Box,1905,2580,0.42,8,456.14,73.44
2022-12-01,B0SPBPRTRT,0,Low Buy Box,344,461,1.16,4,114.47,86.04
2023-01-01,B0SPBPRTRT,0,Low Buy Box,2510,3741,0.64,16,434.65,31.21
2023-02-01,B0SPBPRTRT,0,Low Buy Box,5011,5734,1.58,79,1718.62,54.7
2023-03-01,B0SPBPRTRT,0,Low Buy Box,1513,1958,2.25,34,1055.73,62.99
2023-04-01,B0SPBPRTRT,0,Low Buy Box,3639,5483,0.55,20,360.88,55.73
2023-05-01,B0SPBPRTRT,0,Low Buy Box,3030,3360,0.13,4,86.66,3.85
2023-06-01,B0SPBPRTRT,0,Low Buy Box,2490,3588,0.24,6,138.12,32.53
2023-07-01,B0SPBPRTRT,0,Low Buy Box,362,409,6.91,25,1270.06,31.64
2023-08-01,B0SPBPRTRT,0,High Buy Box,147,224,4.76,7,337.6,82.78
2023-09-01,B0SPBPRTRT,0,Low Buy Box,5222,7989,0.06,3,58.27,80.56
2023-10-01,B0SPBPRTRT,0,Low Buy Box,2330,3272,0.86,20,906.71,36.09
2023-11-01,B0SPBPRTRT,0,Low Buy Box,431,530,0.7,3,148.08,60.89
2023-12-01,B0SPBPRTRT,0,High Buy Box,596,903,3.19,19,790.77,54.51
2024-01-01,B0SPBPRTRT,0,Low Buy Box,7522,11625,0.49,37,867.89,83.16
2022-04-01,B0GPLDKR2R,0,Low Buy Box,2586,3219,0.77,20,456.35,46.75
2022-05-01,B0GPLDKR2R,0,Low Buy Box,184,237,0.0,0,0.0,40.72
2022-06-01,B0GPLDKR2R,0,Low Buy Box,965,1251,0.83,8,225.9,65.41
2022-07-01,B0GPLDKR2R,0,Low Buy Box,3064,4596,0.65,20,651.32,94.34
2022-08-01,B0GPLDKR2R,0,Low Buy Box,3059,3907,0.13,4,120.8,5.1
2022-09-01,B0GPLDKR2R,0,Low Buy Box,438,495,8.68,38,991.92,44.66
2022-10-01,B0GPLDKR2R,0,High Buy Box,713,940,0.56,4,198.55,68.11
2022-11-01,B0GPLDKR2R,0,Low Buy Box,7051,10111,0.01,1,42.84,53.57
2022-12-01,B0GPLDKR2R,0,Low Buy Box,1075,1295,3.35,36,704.67,20.75
2023-01-01,B0GPLDKR2R,0,Low Buy Box,1019,1204,1.37,14,602.19,34.16
2023-02-01,B0GPLDKR2R,0,Low Buy Box,7260,7846,0.08,6,145.12,90.93
2023-03-01,B0GPLDKR2R,0,Low Buy Box,991,1395,4.74,47,900.11,41.77
2023-04-01,B0GPLDKR2R,0,Low Buy Box,7407,7891,0.8,59,3388.07,11.54
2023-05-01,B0GPLDKR2R,0,High Buy Box,4187,5994,0.5,21,380.33,60.09
2023-06-01,B0GPLDKR2R,0,Low Buy Box,1515,1866,1.85,28,1074.52,7.97
2023-07-01,B0GPLDKR2R,0,Low Buy Box,719,786,9.46,68,1223.22,64.08
2023-08-01,B0GPLDKR2R,0,High Buy Box,443,643,0.68,3,49.2,71.64
2023-09-01,B0GPLDKR2R,0,Low Buy Box,2060,2282,0.49,10,314.95,34.8
2023-10-01,B0GPLDKR2R,0,High Buy Box,758,1156,3.96,30,1443.54,20.87
2023-11-01,B0GPLDKR2R,0,High Buy Box,1154,1485,4.85,56,1848.62,57.44
2023-12-01,B0GPLDKR2R,0,Low Buy Box,1219,1592,0.98,12,450.27,69.44
2024-01-01,B0GPLDKR2R,0,High Buy Box,617,743,3.89,24,938.37,23.77
2022-04-01,B08K5SRFM1,0,Low Buy Box,4299,6275,0.09,4,99.04,37.15
2022-05-01,B08K5SRFM1,0,Low Buy Box,119,145,13.45,16,933.5,45.3
2022-06-01,B08K5SRFM1,0,Low Buy Box,5025,7209,1.11,56,1140.55,25.62
2022-07-01,B08K5SRFM1,0,Low Buy Box,476,505,10.29,49,697.47,45.14
2022-08-01,B08K5SRFM1,0,Low Buy Box,872,988,2.75,24,1214.43,34.05
2022-09-01,B08K5SRFM1,0,Low Buy Box,284,406,3.52,10,513.66,37.77
2022-10-01,B08K5SRFM1,0,Low Buy Box,3135,3659,0.7,22,692.61,14.66
2022-11-01,B08K5SRFM1,0,High Buy Box,2799,3523,0.61,17,337.61,39.41
2022-12-01,B08K5SRFM1,0,Low Buy Box,909,1091,2.53,23,1080.13,82.12
2023-01-01,B08K5SRFM1,0,Low Buy Box,93,142,35.48,33,1143.1,29.79
2023-02-01,B08K5SRFM1,0,Low Buy Box,1583,1697,0.13,2,111.33,62.48
2023-03-01,B08K5SRFM1,0,High Buy Box,5890,8261,0.31,18,728.94,30.13
2023-04-01,B08K5SRFM1,0,Low Buy Box,4070,4283,1.01,41,1142.83,16.14
2023-05-01,B08K5SRFM1,0,Low Buy Box,6477,7798,0.4,26,897.5,55.55
2023-06-01,B08K5SRFM1,0,Low Buy Box,720,975,0.28,2,88.9,65.36
2023-07-01,B08K5SRFM1,0,Low Buy Box,907,1175,4.85,44,1267.14,50.98
2023-08-01,B08K5SRFM1,0,Low Buy Box,4561,6232,0.83,38,954.52,60.57
2023-09-01,B08K5SRFM1,0,High Buy Box,552,749,7.25,40,990.28,15.5
2023-10-01,B08K5SRFM1,0,Low Buy Box,2400,3683,0.62,15,752.81,43.74
2023-11-01,B08K5SRFM1,0,Low Buy Box,2669,3461,1.61,43,1819.99,35.49
2023-12-01,B08K5SRFM1,0,Low Buy Box,2102,2536,0.48,10,334.21,35.8
2024-01-01,B08K5SRFM1,0,Low Buy Box,1160,1474,0.43,5,194.23,14.19
2022-04-01,B0QZ7G4DSH,0,Low Buy Box,408,544,1.72,7,191.52,44.21
2022-05-01,B0QZ7G4DSH,0,High Buy Box,1307,1584,2.3,30,1717.44,72.86
2022-06-01,B0QZ7G4DSH,0,Low Buy Box,1111,1445,2.34,26,1079.25,74.68
2022-07-01,B0QZ7G4DSH,0,High Buy Box,1186,1637,3.29,39,624.51,55.69
2022-08-01,B0QZ7G4DSH,0,Low Buy Box,8319,9190,0.05,4,159.27,55.71
2022-09-01,B0QZ7G4DSH,0,Low Buy Box,3406,5206,0.12,4,112.3,62.09
2022-10-01,B0QZ7G4DSH,0,Low Buy Box,1729,2021,0.12,2,36.66,87.61
2022-11-01,B0QZ7G4DSH,0,High Buy Box,2239,3448,0.85,19,833.12,46.98
2022-12-01,B0QZ7G4DSH,0,Low Buy Box,3338,3587,0.51,17,667.42,40.33
2023-01-01,B0QZ7G4DSH,0,High Buy Box,4896,6961,0.08,4,106.97,71.81
2023-02-01,B0QZ7G4DSH,0,High Buy Box,631,793,0.63,4,114.45,52.83
2023-03-01,B0QZ7G4DSH,0,Low Buy Box,4794,6304,0.13,6,260.79,45.97
2023-04-01,B0QZ7G4DSH,0,Low Buy Box,147,173,4.76,7,217.01,75.93
2023-05-01,B0QZ7G4DSH,0,Low Buy Box,2332,3305,1.2,28,1158.09,81.88
2023-06-01,B0QZ7G4DSH,0,Low Buy Box,3328,3528,0.42,14,465.54,50.27
2023-07-01,B0QZ7G4DSH,0,Low Buy Box,3164,4262,2.02,64,3298.9,58.7
2023-08-01,B0QZ7G4DSH,0,Low Buy Box,3369,4826,1.42,48,2531.45,65.59
2023-09-01,B0QZ7G4DSH,0,Low Buy Box,3292,4582,0.24,8,220.96,38.76
2023-10-01,B0QZ7G4DSH,0,Low Buy Box,323,342,13.93,45,2478.55,35.85
2023-11-01,B0QZ7G4DSH,0,Low Buy Box,627,698,1.28,8,190.62,41.98
2023-12-01,B0QZ7G4DSH,0,Low Buy Box,2293,3215,1.26,29,1431.41,31.23
2024-01-01,B0QZ7G4DSH,0,High Buy Box,1206,1461,0.33,4,68.14,49.27
2022-04-01,B0KF8ZLXGK,0,High Buy Box,3095,3756,0.48,15,480.56,43.17
2022-05-01,B0KF8ZLXGK,0,Low Buy Box,1140,1294,3.16,36,2165.39,46.34
2022-06-01,B0KF8ZLXGK,0,Low Buy Box,1594,2385,2.45,39,1380.4,76.28
2022-07-01,B0KF8ZLXGK,0,Low Buy Box,137,177,5.84,8,288.32,25.49
2022-08-01,B0KF8ZLXGK,0,Low Buy Box,2889,3410,0.59,17,481.22,28.7
2022-09-01,B0KF8ZLXGK,0,Low Buy Box,162,207,30.86,50,1890.89,59.2
2022-10-01,B0KF8ZLXGK,0,High Buy Box,3957,5173,0.81,32,1061.39,39.87
2022-11-01,B0KF8ZLXGK,0,High Buy Box,1815,2132,2.04,37,1726.87,56.05
2022-12-01,B0KF8ZLXGK,0,High Buy Box,1896,2737,2.95,56,1599.41,58.36
2023-01-01,B0KF8ZLXGK,0,Low Buy Box,817,1246,1.35,11,572.69,82.44
2023-02-01,B0KF8ZLXGK,0,High Buy Box,397,487,18.89,75,2839.85,15.3
2023-03-01,B0KF8ZLXGK,0,Low Buy Box,3186,3968,0.25,8,243.0,25.7
2023-04-01,B0KF8ZLXGK,0,Low Buy Box,226,299,9.73,22,803.98,42.54
2023-05-01,B0KF8ZLXGK,0,Low Buy Box,3219,4073,0.03,1,59.06,81.73
2023-06-01,B0KF8ZLXGK,0,High Buy Box,4388,4610,0.64,28,1267.43,69.76
2023-07-01,B0KF8ZLXGK,0,High Buy Box,1445,1613,1.8,26,554.93,16.66
2023-08-01,B0KF8ZLXGK,0,Low Buy Box,4019,4647,0.22,9,135.35,61.93
2023-09-01,B0KF8ZLXGK,0,Low Buy Box,866,1118,2.42,21,557.09,33.9
2023-10-01,B0KF8ZLXGK,0,Low Buy Box,2290,2673,0.87,20,873.86,53.63
2023-11-01,B0KF8ZLXGK,0,High Buy Box,192,227,1.04,2,90.81,43.8
2023-12-01,B0KF8ZLXGK,0,Low Buy Box,353,514,12.75,45,852.73,88.33
2024-01-01,B0KF8ZLXGK,0,Low Buy Box,440,583,1.59,7,212.97,10.59
2022-04-01,B0VQ95X6TQ,0,High Buy Box,3806,4574,0.24,9,382.25,26.55
2022-05-01,B0VQ95X6TQ,0,Low Buy Box,2452,3036,0.04,1,18.24,0.41
2022-06-01,B0VQ95X6TQ,0,High Buy Box,1395,1662,0.14,2,54.87,92.73
2022-07-01,B0VQ95X6TQ,0,Low Buy Box,4841,5214,0.39,19,718.77,59.55
2022-08-01,B0VQ95X6TQ,0,High Buy Box,779,851,1.67,13,577.68,68.08
2022-09-01,B0VQ95X6TQ,0,Low Buy Box,2611,3096,0.42,11,201.83,88.31
2022-10-01,B0VQ95X6TQ,0,Low Buy Box,360,533,3.89,14,437.19,33.67
2022-11-01,B0VQ95X6TQ,0,High Buy Box,2269,3159,0.97,22,929.05,39.74
2022-12-01,B0VQ95X6TQ,0,Low Buy Box,725,1085,3.45,25,930.18,13.4
2023-01-01,B0VQ95X6TQ,0,High Buy Box,2147,2519,1.12,24,557.47,46.12
2023-02-01,B0VQ95X6TQ,0,Low Buy Box,189,269,7.94,15,912.08,18.63
2023-03-01,B0VQ95X6TQ,0,Low Buy Box,3787,4646,0.61,23,433.47,68.8
2023-04-01,B0VQ95X6TQ,0,Low Buy Box,2952,4358,0.27,8,258.85,21.55
2023-05-01,B0VQ95X6TQ,0,Low Buy Box,98,137,2.04,2,53.51,36.89
2023-06-01,B0VQ95X6TQ,0,Low Buy Box,3039,4070,0.2,6,156.65,43.25
2023-07-01,B0VQ95X6TQ,0,Low Buy Box,816,1061,1.47,12,703.42,14.2
2023-08-01,B0VQ95X6TQ,0,High Buy Box,622,860,5.31,33,1337.95,79.69
2023-09-01,B0VQ95X6TQ,0,High Buy Box,103,144,10.68,11,452.21,85.63
2023-10-01,B0VQ95X6TQ,0,Low Buy Box,1008,1275,3.17,32,797.64,47.35
2023-11-01,B0VQ95X6TQ,0,High Buy Box,1345,1708,0.3,4,210.88,27.42
2023-12-01,B0VQ95X6TQ,0,Low Buy Box,324,404,2.47,8,208.08,66.51
2024-01-01,B0VQ95X6TQ,0,Low Buy Box,6358,9757,0.93,59,2105.1,84.73
2022-04-01,B00KF038D3,0,Low Buy Box,2238,2878,0.13,3,45.67,35.02
2022-05-01,B00KF038D3,0,Low Buy Box,2019,2948,0.15,3,131.96,65.92
2022-06-01,B00KF038D3,0,High Buy Box,1334,1974,1.72,23,671.11,93.49
2022-07-01,B00KF038D3,0,Low Buy Box,5166,7912,0.29,15,215.4,46.37
2022-08-01,B00KF038D3,0,Low Buy Box,125,159,12.8,16,357.49,42.73
2022-09-01,B00KF038D3,0,Low Buy Box,7074,9413,0.24,17,342.17,75.12
2022-10-01,B00KF038D3,0,High Buy Box,1922,2580,0.1,2,65.75,56.57
2022-11-01,B00KF038D3,0,High Buy Box,28,37,28.57,8,327.31,68.73
2022-12-01,B00KF038D3,0,Low Buy Box,4630,6661,0.09,4,97.42,12.91
2023-01-01,B00KF038D3,0,High Buy Box,381,526,1.05,4,108.39,52.59
2023-02-01,B00KF038D3,0,High Buy Box,901,1232,0.78,7,249.69,64.82
2023-03-01,B00KF038D3,0,High Buy Box,59,80,44.07,26,1354.33,49.99
2023-04-01,B00KF038D3,0,Low Buy Box,789,1019,1.39,11,508.68,34.55
2023-05-01,B00KF038D3,0,High Buy Box,277,358,5.78,16,914.28,51.69
2023-06-01,B00KF038D3,0,Low Buy Box,4612,5286,0.11,5,147.55,46.85
2023-07-01,B00KF038D3,0,Low Buy Box,617,757,3.89,24,1201.35,39.05
2023-08-01,B00KF038D3,0,High Buy Box,1388,1800,0.29,4,94.89,90.5
2023-09-01,B00KF038D3,0,Low Buy Box,1181,1677,1.52,18,529.01,79.6
2023-10-01,B00KF038D3,0,Low Buy Box,1538,2261,2.08,32,649.07,54.52
2023-11-01,B00KF038D3,0,Low Buy Box,3021,4418,0.86,26,843.43,57.48
2023-12-01,B00KF038D3,0,Low Buy Box,2560,2934,0.08,2,37.91,41.03
2024-01-01,B00KF038D3,0,Low Buy Box,2403,2951,0.25,6,142.52,53.7
2022-04-01,B0TKY1ZRG4,0,Low Buy Box,5333,6565,0.13,7,366.8,28.8
2022-05-01,B0TKY1ZRG4,0,Low Buy Box,73,105,9.59,7,129.78,11.63
2022-06-01,B0TKY1ZRG4,0,Low Buy Box,338,501,3.55,12,535.95,21.53
2022-07-01,B0TKY1ZRG4,0,Low Buy Box,1157,1445,0.09,1,40.21,7.3
2022-08-01,B0TKY1ZRG4,0,High Buy Box,1159,1497,0.26,3,73.32,54.15
2022-09-01,B0TKY1ZRG4,0,Low Buy Box,882,948,2.61,23,1236.31,40.7
2022-10-01,B0TKY1ZRG4,0,Low Buy Box,2462,3194,1.42,35,691.18,28.61
2022-11-01,B0TKY1ZRG4,0,High Buy Box,3401,4429,0.21,7,103.18,58.84
2022-12-01,B0TKY1ZRG4,0,Low Buy Box,3631,4199,0.58,21,342.51,21.18
2023-01-01,B0TKY1ZRG4,0,Low Buy Box,2412,3582,0.25,6,122.28,65.46
2023-02-01,B0TKY1ZRG4,0,High Buy Box,8677,9177,0.12,10,380.65,59.4
2023-03-01,B0TKY1ZRG4,0,Low Buy Box,4669,5325,0.62,29,1110.89,61.55
2023-04-01,B0TKY1ZRG4,0,High Buy Box,2371,3188,1.86,44,1697.26,59.73
2023-05-01,B0TKY1ZRG4,0,High Buy Box,716,1070,1.68,12,375.31,20.09
2023-06-01,B0TKY1ZRG4,0,Low Buy Box,378,416,3.17,12,382.66,77.53
2023-07-01,B0TKY1ZRG4,0,High Buy Box,2134,3247,1.12,24,438.54,25.95
2023-08-01,B0TKY1ZRG4,0,High Buy Box,1023,1312,3.62,37,866.32,18.21
2023-09-01,B0TKY1ZRG4,0,Low Buy Box,2285,2939,0.66,15,813.57,84.89
2023-10-01,B0TKY1ZRG4,0,High Buy Box,2702,2963,1.37,37,1398.47,38.15
2023-11-01,B0TKY1ZRG4,0,High Buy Box,407,502,10.32,42,1988.42,75.74
2023-12-01,B0TKY1ZRG4,0,High Buy Box,780,852,6.28,49,2338.45,47.97
2024-01-01,B0TKY1ZRG4,0,Low Buy Box,3456,4676,0.84,29,696.16,55.2
2022-04-01,B02NDLLJN4,0,Low Buy Box,189,229,29.63,56,1744.09,85.03
2022-05-01,B02NDLLJN4,0,Low Buy Box,2214,3012,0.27,6,232.1,25.05
2022-06-01,B02NDLLJN4,0,High Buy Box,1721,2596,2.79,48,1040.26,35.73
2022-07-01,B02NDLLJN4,0,Low Buy Box,294,321,14.63,43,2094.79,47.38
2022-08-01,B02NDLLJN4,0,High Buy Box,205,250,6.83,14,736.32,24.86
2022-09-01,B02NDLLJN4,0,Low Buy Box,1631,2256,0.8,13,593.01,74.63
2022-10-01,B02NDLLJN4,0,High Buy Box,218,324,7.34,16,766.93,27.66
2022-11-01,B02NDLLJN4,0,Low Buy Box,5630,6979,0.43,24,1088.08,67.38
2022-12-01,B02NDLLJN4,0,High Buy Box,1113,1529,1.53,17,407.43,92.55
2023-01-01,B02NDLLJN4,0,Low Buy Box,935,1085,0.86,8,397.92,55.82
2023-02-01,B02NDLLJN4,0,High Buy Box,332,451,1.51,5,145.48,32.13
2023-03-01,B02NDLLJN4,0,Low Buy Box,547,808,0.91,5,132.17,73.52
2023-04-01,B02NDLLJN4,0,Low Buy Box,1853,2733,0.92,17,491.98,77.16
2023-05-01,B02NDLLJN4,0,Low Buy Box,1213,1329,4.29,52,1886.21,34.3
2023-06-01,B02NDLLJN4,0,High Buy Box,4514,6706,0.47,21,744.86,54.05
2023-07-01,B02NDLLJN4,0,Low Buy Box,1055,1246,1.33,14,394.91,87.99
2023-08-01,B02NDLLJN4,0,High Buy Box,2759,4127,0.62,17,795.72,69.66
2023-09-01,B02NDLLJN4,0,High Buy Box,3415,4720,0.53,18,820.44,59.13
2023-10-01,B02NDLLJN4,0,Low Buy Box,1546,2093,2.01,31,1047.72,48.13
2023-11-01,B02NDLLJN4,0,Low Buy Box,7509,10589,0.16,12,181.04,15.79
2023-12-01,B02NDLLJN4,0,Low Buy Box,4015,4471,0.47,19,387.63,81.24
2024-01-01,B02NDLLJN4,0,Low Buy Box,3053,4127,1.21,37,974.09,27.79
2022-04-01,B0VXP4GZ4H,0,Low Buy Box,4130,4452,0.22,9,281.52,54.2
2022-05-01,B0VXP4GZ4H,0,High Buy Box,3558,5186,0.14,5,167.07,29.6
2022-06-01,B0VXP4GZ4H,0,Low Buy Box,92,121,61.96,57,1200.06,18.41
2022-07-01,B0VXP4GZ4H,0,Low Buy Box,863,982,2.9,25,1368.82,63.11
2022-08-01,B0VXP4GZ4H,0,Low Buy Box,2246,2583,0.27,6,107.41,35.63
2022-09-01,B0VXP4GZ4H,0,Low Buy Box,737,850,0.41,3,120.29,38.24
2022-10-01,B0VXP4GZ4H,0,High Buy Box,675,799,5.78,39,716.43,42.11
2022-11-01,B0VXP4GZ4H,0,Low Buy Box,3924,5849,0.1,4,113.41,67.9
2022-12-01,B0VXP4GZ4H,0,Low Buy Box,1966,2935,0.92,18,426.71,9.81
2023-01-01,B0VXP4GZ4H,0,High Buy Box,541,734,1.48,8,264.48,27.69
2023-02-01,B0VXP4GZ4H,0,Low Buy Box,1088,1172,0.09,1,34.43,22.95
2023-03-01,B0VXP4GZ4H,0,High Buy Box,7151,8443,0.13,9,367.05,4.73
2023-04-01,B0VXP4GZ4H,0,Low Buy Box,668,715,5.39,36,1193.66,26.41
2023-05-01,B0VXP4GZ4H,0,High Buy Box,392,474,10.2,40,1558.44,52.7
2023-06-01,B0VXP4GZ4H,0,High Buy Box,5608,6849,0.05,3,131.02,11.74
2023-07-01,B0VXP4GZ4H,0,Low Buy Box,1525,1871,0.85,13,489.99,8.66
2023-08-01,B0VXP4GZ4H,0,Low Buy Box,5553,6069,0.25,14,229.42,30.48
2023-09-01,B0VXP4GZ4H,0,Low Buy Box,993,1505,0.2,2,72.63,55.72
2023-10-01,B0VXP4GZ4H,0,Low Buy Box,106,144,15.09,16,597.57,50.63
2023-11-01,B0VXP4GZ4H,0,High Buy Box,3813,4343,0.1,4,175.56,82.0
2023-12-01,B0VXP4GZ4H,0,High Buy Box,1174,1587,0.17,2,49.63,61.04
2024-01-01,B0VXP4GZ4H,0,Low Buy Box,368,493,7.34,27,1366.2,74.91
2022-04-01,B078N6AZLL,0,High Buy Box,6292,7678,0.14,9,322.75,74.31
2022-05-01,B078N6AZLL,0,High Buy Box,3337,4726,0.12,4,167.46,4.9
2022-06-01,B078N6AZLL,0,High Buy Box,3887,5489,1.44,56,2178.57,68.14
2022-07-01,B078N6AZLL,0,Low Buy Box,2675,3327,0.82,22,751.76,54.65
2022-08-01,B078N6AZLL,0,High Buy Box,2019,2300,1.39,28,461.37,36.11
2022-09-01,B078N6AZLL,0,High Buy Box,2211,3044,2.49,55,3404.02,28.31
2022-10-01,B078N6AZLL,0,Low Buy Box,2608,3029,0.12,3,95.79,22.34
2022-11-01,B078N6AZLL,0,Low Buy Box,1793,2228,0.28,5,199.95,31.82
2022-12-01,B078N6AZLL,0,Low Buy Box,1671,2253,0.36,6,136.75,86.41
2023-01-01,B078N6AZLL,0,High Buy Box,1634,2005,0.37,6,346.59,15.38
2023-02-01,B078N6AZLL,0,High Buy Box,1500,2040,0.2,3,93.59,33.7
2023-03-01,B078N6AZLL,0,High Buy Box,1835,2586,0.65,12,409.77,42.67
2023-04-01,B078N6AZLL,0,High Buy Box,3275,4340,0.31,10,200.47,2.04
2023-05-01,B078N6AZLL,0,Low Buy Box,3618,5163,0.47,17,956.91,53.66
2023-06-01,B078N6AZLL,0,Low Buy Box,6538,6900,0.37,24,881.81,17.95
2023-07-01,B078N6AZLL,0,Low Buy Box,159,234,13.84,22,566.38,53.48
2023-08-01,B078N6AZLL,0,High Buy Box,7611,11122,0.58,44,1162.65,59.05
2023-09-01,B078N6AZLL,0,Low Buy Box,2494,2825,0.16,4,94.67,30.9
2023-10-01,B078N6AZLL,0,High Buy Box,2367,3439,1.06,25,682.96,40.08
2023-11-01,B078N6AZLL,0,Low Buy Box,2813,3734,0.6,17,261.85,49.62
2023-12-01,B078N6AZLL,0,High Buy Box,4085,4585,0.07,3,82.54,31.41
2024-01-01,B078N6AZLL,0,Low Buy Box,2156,2426,0.93,20,380.48,44.56
2022-04-01,B02H8Y3RNF,0,Low Buy Box,9667,12337,0.34,33,1035.59,45.64
2022-05-01,B02H8Y3RNF,0,Low Buy Box,45,67,13.33,6,151.1,48.62
2022-06-01,B02H8Y3RNF,0,Low Buy Box,2351,2866,0.81,19,657.67,6.45
2022-07-01,B02H8Y3RNF,0,Low Buy Box,3213,4250,1.0,32,644.6,47.88
2022-08-01,B02H8Y3RNF,0,Low Buy Box,1159,1690,3.36,39,784.54,57.03
2022-09-01,B02H8Y3RNF,0,Low Buy Box,1178,1352,5.01,59,1008.11,31.01
2022-10-01,B02H8Y3RNF,0,Low Buy Box,3217,4873,0.65,21,995.43,52.34
2022-11-01,B02H8Y3RNF,0,High Buy Box,2621,3497,0.27,7,102.12,34.15
2022-12-01,B02H8Y3RNF,0,High Buy Box,2242,2556,0.4,9,288.56,80.1
2023-01-01,B02H8Y3RNF,0,Low Buy Box,5320,6396,0.04,2,68.03,52.16
2023-02-01,B02H8Y3RNF,0,Low Buy Box,134,158,2.99,4,165.84,55.43
2023-03-01,B02H8Y3RNF,0,Low Buy Box,255,314,7.45,19,375.84,48.57
2023-04-01,B02H8Y3RNF,0,High Buy Box,691,780,3.47,24,1253.75,22.18
2023-05-01,B02H8Y3RNF,0,Low Buy Box,598,679,5.35,32,1552.81,45.8
2023-06-01,B02H8Y3RNF,0,Low Buy Box,2254,2471,1.38,31,706.0,85.56
2023-07-01,B02H8Y3RNF,0,Low Buy Box,142,167,23.24,33,1548.82,29.44
2023-08-01,B02H8Y3RNF,0,High Buy Box,1507,1953,0.6,9,247.57,64.06
2023-09-01,B02H8Y3RNF,0,Low Buy Box,245,321,2.04,5,146.7,6.3
2023-10-01,B02H8Y3RNF,0,Low Buy Box,5402,7144,0.31,17,492.6,70.42
2023-11-01,B02H8Y3RNF,0,Low Buy Box,3221,4125,0.43,14,364.68,70.15
2023-12-01,B02H8Y3RNF,0,High Buy Box,2051,3002,1.32,27,1400.12,59.28
2024-01-01,B02H8Y3RNF,0,High Buy Box,1112,1389,1.8,20,898.59,6.83
2022-04-01,B0ZX4B4NP1,0,High Buy Box,4040,5211,1.26,51,1172.72,65.5
2022-05-01,B0ZX4B4NP1,0,High Buy Box,1045,1465,0.67,7,193.07,54.38
2022-06-01,B0ZX4B4NP1,0,Low Buy Box,7057,7871,0.82,58,1609.8,59.49
2022-07-01,B0ZX4B4NP1,0,High Buy Box,3082,3540,0.23,7,185.06,69.93
2022-08-01,B0ZX4B4NP1,0,Low Buy Box,5512,6613,0.2,11,390.82,38.86
2022-09-01,B0ZX4B4NP1,0,Low Buy Box,343,499,6.12,21,393.46,27.59
2022-10-01,B0ZX4B4NP1,0,Low Buy Box,1460,1573,0.48,7,249.03,34.9
2022-11-01,B0ZX4B4NP1,0,Low Buy Box,1052,1185,0.76,8,388.67,44.59
2022-12-01,B0ZX4B4NP1,0,Low Buy Box,5867,7868,0.6,35,1517.34,63.03
2023-01-01,B0ZX4B4NP1,0,High Buy Box,2753,3269,1.16,32,829.61,79.2
2023-02-01,B0ZX4B4NP1,0,High Buy Box,2227,2981,0.49,11,560.56,30.0
2023-03-01,B0ZX4B4NP1,0,Low Buy Box,2684,3355,0.82,22,1043.2,50.52
2023-04-01,B0ZX4B4NP1,0,Low Buy Box,6664,7893,0.89,59,1655.87,65.84
2023-05-01,B0ZX4B4NP1,0,Low Buy Box,1153,1497,4.94,57,1029.43,76.0
2023-06-01,B0ZX4B4NP1,0,High Buy Box,490,607,2.24,11,498.94,38.19
2023-07-01,B0ZX4B4NP1,0,Low Buy Box,6446,7881,0.17,11,264.64,7.23
2023-08-01,B0ZX4B4NP1,0,High Buy Box,2527,2905,1.11,28,769.34,61.42
2023-09-01,B0ZX4B4NP1,0,Low Buy Box,2530,3512,0.63,16,756.99,76.18
2023-10-01,B0ZX4B4NP1,0,High Buy Box,1559,1981,0.71,11,450.75,20.4
2023-11-01,B0ZX4B4NP1,0,Low Buy Box,2502,2660,0.96,24,1085.57,26.36
2023-12-01,B0ZX4B4NP1,0,High Buy Box,3784,5103,0.61,23,596.55,43.93
2024-01-01,B0ZX4B4NP1,0,Low Buy Box,1938,2326,1.39,27,1260.79,52.77
2022-04-01,B0MQ8N4LED,1,Low Buy Box,1212,1667,0.0,0,0.0,16.56
2022-05-01,B0MQ8N4LED,1,Low Buy Box,2477,3833,0.69,17,590.41,33.28
2022-06-01,B0MQ8N4LED,1,High Buy Box,1190,1428,3.61,43,1023.36,57.21
2022-07-01,B0MQ8N4LED,1,High Buy Box,1350,1924,5.26,71,3107.97,65.8
2022-08-01,B0MQ8N4LED,1,High Buy Box,1041,1488,4.32,45,1935.0,63.26
2022-09-01,B0MQ8N4LED,1,High Buy Box,1357,1579,1.03,14,366.24,63.42
2022-10-01,B0MQ8N4LED,1,Low Buy Box,286,325,9.09,26,950.62,50.96
2022-11-01,B0MQ8N4LED,1,High Buy Box,2365,3502,1.23,29,1443.44,21.3
2022-12-01,B0MQ8N4LED,1,Low Buy Box,4829,6635,0.1,5,159.74,14.46
