report_date,child_asin,ppc_product,sessions_total_B2C,page_views_total_B2C,unit_session_percentage_B2C,units_ordered_B2C,ordered_product_sales_B2C,featured_offer_buy_box_percentage_B2C,segment,buy_box_group3
2023-04-01,B0GBE436TM,1,1249,1451,1.36,17,965.73,46.8,B2C,Low Buy Box
2023-05-01,B0GBE436TM,1,2838,4327,1.44,41,1751.46,2.71,B2C,Low Buy Box
2023-06-01,B0GBE436TM,1,2149,2855,0.23,5,215.41,47.39,B2C,High Buy Box
2023-07-01,B0GBE436TM,1,4301,6643,0.91,39,1058.49,93.85,B2C,Low Buy Box
2023-08-01,B0GBE436TM,1,2222,2984,0.27,6,290.03,20.68,B2C,Low Buy Box
2023-09-01,B0GBE436TM,1,2584,3186,1.43,37,963.23,40.83,B2C,Low Buy Box
2023-10-01,B0GBE436TM,1,3469,5333,0.43,15,557.08,71.54,B2C,High Buy Box
2023-11-01,B0GBE436TM,1,436,662,2.98,13,498.83,16.83,B2C,Low Buy Box
2023-12-01,B0GBE436TM,1,2653,3124,0.34,9,177.6,4.98,B2C,Low Buy Box
2024-01-01,B0GBE436TM,1,1368,1702,0.29,4,81.43,8.98,B2C,Low Buy Box
2022-04-01,B0KZLD32X0,0,7225,8904,0.0,0,0.0,4.61,B2C,Low Buy Box
2022-05-01,B0KZLD32X0,0,846,1224,0.95,8,156.46,-5.48,B2C,Low Buy Box
2022-06-01,B0KZLD32X0,0,1651,1805,0.73,12,368.49,48.42,B2C,Low Buy Box
2022-07-01,B0KZLD32X0,0,1673,2051,0.6,10,601.14,93.69,B2C,High Buy Box
2022-08-01,B0KZLD32X0,0,173,241,3.47,6,234.07,2.06,B2C,Low Buy Box
2022-09-01,B0KZLD32X0,0,689,973,1.6,11,595.29,91.28,B2C,Low Buy Box
2022-10-01,B0KZLD32X0,0,4784,7061,0.38,18,644.32,99.44,B2C,Low Buy Box
2022-11-01,B0KZLD32X0,0,3651,4509,0.27,10,157.36,-1.15,B2C,High Buy Box
2022-12-01,B0KZLD32X0,0,5622,6212,0.04,2,90.29,81.73,B2C,Low Buy Box
2023-01-01,B0KZLD32X0,0,343,419,1.17,4,149.68,44.14,B2C,Low Buy Box
2023-02-01,B0KZLD32X0,0,2237,2711,0.58,13,591.23,67.38,B2C,Low Buy Box
2023-03-01,B0KZLD32X0,0,5716,6581,0.61,35,1561.69,78.4,B2C,High Buy Box
2023-04-01,B0KZLD32X0,0,1571,1940,0.76,12,279.49,-5.39,B2C,Low Buy Box
2023-05-01,B0KZLD32X0,0,2300,3358,0.26,6,336.93,-2.44,B2C,Low Buy Box
2023-06-01,B0KZLD32X0,0,1706,1792,0.18,3,75.91,50.34,B2C,Low Buy Box
2023-07-01,B0KZLD32X0,0,4968,6260,0.04,2,63.38,5.86,B2C,Low Buy Box
2023-08-01,B0KZLD32X0,0,2603,3229,1.04,27,1174.17,0.34,B2C,Low Buy Box
2023-09-01,B0KZLD32X0,0,149,224,13.42,20,1172.96,58.59,B2C,Low Buy Box
2023-10-01,B0KZLD32X0,0,92,111,25.0,23,444.58,72.79,B2C,High Buy Box
2023-11-01,B0KZLD32X0,0,3726,4461,2.09,78,2045.78,81.01,B2C,Low Buy Box
2023-12-01,B0KZLD32X0,0,117,133,29.06,34,1341.25,-1.68,B2C,Low Buy Box
2024-01-01,B0KZLD32X0,0,298,317,8.05,24,457.5,56.56,B2C,High Buy Box
2022-04-01,B0EKB5V7WH,0,5447,8011,0.06,3,90.98,84.3,B2C,Low Buy Box
2022-05-01,B0EKB5V7WH,0,222,273,0.0,0,0.0,75.73,B2C,Low Buy Box
2022-06-01,B0EKB5V7WH,0,1508,2125,0.66,10,345.92,20.56,B2C,Low Buy Box
2022-07-01,B0EKB5V7WH,0,156,164,14.1,22,810.03,52.93,B2C,Low Buy Box
2022-08-01,B0EKB5V7WH,0,530,634,1.32,7,206.71,57.11,B2C,Low Buy Box
2022-09-01,B0EKB5V7WH,0,982,1371,1.12,11,450.03,1.48,B2C,Low Buy Box
2022-10-01,B0EKB5V7WH,0,3161,4184,0.6,19,1083.2,75.4,B2C,High Buy Box
2022-11-01,B0EKB5V7WH,0,3097,3540,0.0,0,0.0,62.84,B2C,Low Buy Box
2022-12-01,B0EKB5V7WH,0,391,444,9.97,39,2255.89,27.42,B2C,Low Buy Box
2023-01-01,B0EKB5V7WH,0,862,1145,0.12,1,21.88,8.75,B2C,Low Buy Box
2023-02-01,B0EKB5V7WH,0,430,548,2.33,10,146.34,71.09,B2C,Low Buy Box
2023-03-01,B0EKB5V7WH,0,1865,1986,0.32,6,349.28,21.38,B2C,Low Buy Box
2023-04-01,B0EKB5V7WH,0,1827,1960,0.11,2,93.29,53.08,B2C,Low Buy Box
2023-05-01,B0EKB5V7WH,0,513,681,0.97,5,259.53,52.19,B2C,High Buy Box
2023-06-01,B0EKB5V7WH,0,355,495,8.45,30,1628.65,33.73,B2C,Low Buy Box
2023-07-01,B0EKB5V7WH,0,1298,1796,2.23,29,1040.19,-8.83,B2C,Low Buy Box
2023-08-01,B0EKB5V7WH,0,2915,3771,0.96,28,530.44,21.05,B2C,High Buy Box
2023-09-01,B0EKB5V7WH,0,279,381,0.72,2,99.27,97.96,B2C,High Buy Box
2023-10-01,B0EKB5V7WH,0,456,556,11.84,54,1267.63,82.51,B2C,Low Buy Box
2023-11-01,B0EKB5V7WH,0,1055,1236,0.85,9,363.89,93.52,B2C,Low Buy Box
2023-12-01,B0EKB5V7WH,0,391,459,1.79,7,385.32,59.76,B2C,Low Buy Box
2024-01-01,B0EKB5V7WH,0,2325,2644,0.04,1,55.0,4.54,B2C,Low Buy Box
2022-04-01,B07R34H1D4,0,384,591,0.52,2,109.27,19.29,B2C,Low Buy Box
2022-05-01,B07R34H1D4,0,1154,1502,0.0,0,0.0,48.17,B2C,Low Buy Box
2022-06-01,B07R34H1D4,0,348,369,5.17,18,286.94,53.58,B2C,Low Buy Box
2022-07-01,B07R34H1D4,0,1091,1560,0.55,6,91.75,54.56,B2C,Low Buy Box
2022-08-01,B07R34H1D4,0,5842,6412,0.17,10,497.56,75.58,B2C,Low Buy Box
2022-09-01,B07R34H1D4,0,2295,3215,0.44,10,419.46,39.44,B2C,Low Buy Box
2022-10-01,B07R34H1D4,0,741,1118,5.67,42,2598.03,62.07,B2C,Low Buy Box
2022-11-01,B07R34H1D4,0,1053,1357,1.04,11,657.17,67.02,B2C,Low Buy Box
2022-12-01,B07R34H1D4,0,207,311,7.73,16,920.36,59.21,B2C,High Buy Box
2023-01-01,B07R34H1D4,0,4756,7282,0.36,17,900.44,5.16,B2C,Low Buy Box
2023-02-01,B07R34H1D4,0,2848,4091,0.25,7,387.13,31.69,B2C,Low Buy Box
2023-03-01,B07R34H1D4,0,1152,1678,1.13,13,452.14,-9.59,B2C,Low Buy Box
2023-04-01,B07R34H1D4,0,316,460,1.9,6,90.22,16.77,B2C,Low Buy Box
2023-05-01,B07R34H1D4,0,2058,2577,2.33,48,2001.89,11.71,B2C,High Buy Box
2023-06-01,B07R34H1D4,0,6438,7328,0.06,4,156.5,5.11,B2C,Low Buy Box
2023-07-01,B07R34H1D4,0,2150,2911,1.49,32,877.36,39.45,B2C,Low Buy Box
2023-08-01,B07R34H1D4,0,2779,4065,0.14,4,149.05,24.43,B2C,Low Buy Box
2023-09-01,B07R34H1D4,0,1222,1302,0.08,1,25.41,60.75,B2C,High Buy Box
2023-10-01,B07R34H1D4,0,510,572,0.98,5,70.49,96.51,B2C,Low Buy Box
2023-11-01,B07R34H1D4,0,780,1005,8.21,64,1440.8,10.03,B2C,Low Buy Box
2023-12-01,B07R34H1D4,0,511,542,3.72,19,684.35,1.8,B2C,Low Buy Box
2024-01-01,B07R34H1D4,0,835,1099,4.31,36,1785.22,89.9,B2C,Low Buy Box
2022-04-01,B0K9MDV22L,0,3655,3847,0.77,28,492.22,0.58,B2C,Low Buy Box
2022-05-01,B0K9MDV22L,0,1978,2419,3.89,77,4368.65,13.12,B2C,Low Buy Box
2022-06-01,B0K9MDV22L,0,730,977,2.74,20,512.71,62.52,B2C,Low Buy Box
2022-07-01,B0K9MDV22L,0,410,582,3.66,15,848.05,62.27,B2C,Low Buy Box
2022-08-01,B0K9MDV22L,0,2758,3536,1.05,29,746.27,-4.42,B2C,Low Buy Box
2022-09-01,B0K9MDV22L,0,179,202,9.5,17,410.44,1.6,B2C,Low Buy Box
2022-10-01,B0K9MDV22L,0,1544,2065,0.13,2,89.34,79.83,B2C,Low Buy Box
2022-11-01,B0K9MDV22L,0,1329,1797,0.15,2,64.68,79.03,B2C,Low Buy Box
2022-12-01,B0K9MDV22L,0,2787,3744,0.47,13,505.9,99.5,B2C,Low Buy Box
2023-01-01,B0K9MDV22L,0,2928,4509,0.07,2,64.38,61.91,B2C,Low Buy Box
2023-02-01,B0K9MDV22L,0,1714,1869,1.23,21,529.88,89.47,B2C,Low Buy Box
2023-03-01,B0K9MDV22L,0,2936,4258,0.1,3,134.24,96.6,B2C,Low Buy Box
2023-04-01,B0K9MDV22L,0,532,805,0.56,3,167.29,74.6,B2C,High Buy Box
2023-05-01,B0K9MDV22L,0,914,1034,5.8,53,2422.95,73.22,B2C,Low Buy Box
2023-06-01,B0K9MDV22L,0,1426,1527,2.24,32,1503.81,51.8,B2C,Low Buy Box
2023-07-01,B0K9MDV22L,0,2711,3257,0.55,15,299.53,38.61,B2C,High Buy Box
2023-08-01,B0K9MDV22L,0,2653,3846,0.64,17,1012.55,97.13,B2C,Low Buy Box
2023-09-01,B0K9MDV22L,0,1890,2118,1.59,30,1735.15,96.92,B2C,Low Buy Box
2023-10-01,B0K9MDV22L,0,160,233,21.88,35,1580.74,85.11,B2C,Low Buy Box
2023-11-01,B0K9MDV22L,0,100,140,1.0,1,61.71,-7.66,B2C,Low Buy Box
2023-12-01,B0K9MDV22L,0,17,20,29.41,5,126.48,8.1,B2C,Low Buy Box
2024-01-01,B0K9MDV22L,0,885,1354,0.11,1,18.65,65.64,B2C,Low Buy Box
2022-04-01,B0XHA92DGT,0,7018,8969,0.11,8,476.03,55.55,B2C,Low Buy Box
2022-05-01,B0XHA92DGT,0,212,319,3.3,7,371.99,16.09,B2C,Low Buy Box
2022-06-01,B0XHA92DGT,0,7900,8554,0.57,45,1596.25,24.04,B2C,Low Buy Box
2022-07-01,B0XHA92DGT,0,9206,11072,0.03,3,157.11,-1.98,B2C,Low Buy Box
2022-08-01,B0XHA92DGT,0,4111,5377,0.27,11,666.67,38.54,B2C,Low Buy Box
2022-09-01,B0XHA92DGT,0,970,1330,2.68,26,943.92,26.73,B2C,Low Buy Box
2022-10-01,B0XHA92DGT,0,429,463,19.81,85,1634.68,49.94,B2C,High Buy Box
2022-11-01,B0XHA92DGT,0,2635,4024,0.83,22,1260.19,31.99,B2C,Low Buy Box
2022-12-01,B0XHA92DGT,0,1606,2365,1.12,18,261.56,28.44,B2C,Low Buy Box
2023-01-01,B0XHA92DGT,0,3567,4878,0.28,10,143.23,51.68,B2C,High Buy Box
2023-02-01,B0XHA92DGT,0,2594,3253,1.39,36,2204.97,49.38,B2C,Low Buy Box
2023-03-01,B0XHA92DGT,0,9065,13050,0.13,12,613.97,57.39,B2C,Low Buy Box
2023-04-01,B0XHA92DGT,0,532,601,0.38,2,68.5,45.17,B2C,Low Buy Box
2023-05-01,B0XHA92DGT,0,1085,1272,0.46,5,161.33,-8.02,B2C,Low Buy Box
2023-06-01,B0XHA92DGT,0,1002,1361,1.2,12,485.37,-1.13,B2C,Low Buy Box
2023-07-01,B0XHA92DGT,0,710,1099,0.85,6,129.27,79.85,B2C,Low Buy Box
2023-08-01,B0XHA92DGT,0,2265,3257,0.04,1,29.56,36.26,B2C,Low Buy Box
2023-09-01,B0XHA92DGT,0,358,390,0.28,1,36.66,3.26,B2C,Low Buy Box
2023-10-01,B0XHA92DGT,0,3884,4382,1.08,42,803.48,33.09,B2C,Low Buy Box
2023-11-01,B0XHA92DGT,0,1795,2267,1.45,26,574.52,30.56,B2C,Low Buy Box
2023-12-01,B0XHA92DGT,0,5761,6230,0.24,14,791.87,50.58,B2C,Low Buy Box
2024-01-01,B0XHA92DGT,0,466,673,2.36,11,490.69,84.14,B2C,Low Buy Box
2022-04-01,B0MAC9LWR0,0,3292,4379,0.0,0,0.0,51.64,B2C,Low Buy Box
2022-05-01,B0MAC9LWR0,0,236,268,8.47,20,309.19,6.58,B2C,Low Buy Box
2022-06-01,B0MAC9LWR0,0,1032,1166,1.07,11,328.44,67.39,B2C,Low Buy Box
2022-07-01,B0MAC9LWR0,0,1253,1458,0.64,8,438.93,85.74,B2C,Low Buy Box
2022-08-01,B0MAC9LWR0,0,3572,3946,0.25,9,234.91,-3.82,B2C,Low Buy Box
2022-09-01,B0MAC9LWR0,0,203,284,1.48,3,52.41,19.79,B2C,High Buy Box
2022-10-01,B0MAC9LWR0,0,603,926,6.8,41,1596.8,28.54,B2C,Low Buy Box
2022-11-01,B0MAC9LWR0,0,1180,1267,0.42,5,226.13,17.5,B2C,Low Buy Box
2022-12-01,B0MAC9LWR0,0,75,92,9.33,7,383.03,53.35,B2C,Low Buy Box
2023-01-01,B0MAC9LWR0,0,429,535,1.63,7,348.83,83.74,B2C,Low Buy Box
2023-02-01,B0MAC9LWR0,0,745,844,2.82,21,815.28,40.32,B2C,Low Buy Box
2023-03-01,B0MAC9LWR0,0,5441,6447,0.15,8,241.02,73.0,B2C,Low Buy Box
2023-04-01,B0MAC9LWR0,0,4694,6203,0.3,14,302.92,25.24,B2C,Low Buy Box
2023-05-01,B0MAC9LWR0,0,153,215,35.95,55,1418.56,80.04,B2C,Low Buy Box
2023-06-01,B0MAC9LWR0,0,3221,4907,0.47,15,439.67,18.54,B2C,Low Buy Box
2023-07-01,B0MAC9LWR0,0,7560,10850,0.57,43,2409.8,81.41,B2C,Low Buy Box
2023-08-01,B0MAC9LWR0,0,121,146,31.4,38,1621.46,15.28,B2C,Low Buy Box
2023-09-01,B0MAC9LWR0,0,654,1013,0.92,6,108.16,43.95,B2C,High Buy Box
2023-10-01,B0MAC9LWR0,0,1771,2150,0.51,9,411.83,10.19,B2C,Low Buy Box
2023-11-01,B0MAC9LWR0,0,5240,5553,0.17,9,232.75,42.4,B2C,Low Buy Box
2023-12-01,B0MAC9LWR0,0,498,673,2.01,10,262.83,61.72,B2C,Low Buy Box
2024-01-01,B0MAC9LWR0,0,898,1031,0.89,8,448.96,37.59,B2C,Low Buy Box
2022-04-01,B0GNYGL8XH,0,1052,1110,1.9,20,889.94,85.03,B2C,Low Buy Box
2022-05-01,B0GNYGL8XH,0,243,302,2.47,6,148.84,74.94,B2C,High Buy Box
2022-06-01,B0GNYGL8XH,0,459,569,4.14,19,1169.25,-0.88,B2C,Low Buy Box
2022-07-01,B0GNYGL8XH,0,350,432,11.43,40,1189.03,71.18,B2C,High Buy Box
2022-08-01,B0GNYGL8XH,0,4612,4885,0.39,18,422.75,62.78,B2C,Low Buy Box
2022-09-01,B0GNYGL8XH,0,783,1073,0.89,7,100.3,83.55,B2C,Low Buy Box
2022-10-01,B0GNYGL8XH,0,368,390,18.48,68,4041.18,41.21,B2C,Low Buy Box
2022-11-01,B0GNYGL8XH,0,3327,4959,0.36,12,185.48,-8.27,B2C,Low Buy Box
2022-12-01,B0GNYGL8XH,0,1584,2062,0.76,12,381.46,37.24,B2C,Low Buy Box
2023-01-01,B0GNYGL8XH,0,4,4,50.0,2,102.29,43.03,B2C,Low Buy Box
2023-02-01,B0GNYGL8XH,0,282,314,1.06,3,162.52,29.84,B2C,Low Buy Box
2023-03-01,B0GNYGL8XH,0,404,543,0.5,2,65.78,94.97,B2C,Low Buy Box
2023-04-01,B0GNYGL8XH,0,506,567,3.75,19,441.14,14.41,B2C,Low Buy Box
2023-05-01,B0GNYGL8XH,0,3380,5197,0.59,20,1227.03,75.29,B2C,Low Buy Box
2023-06-01,B0GNYGL8XH,0,171,187,7.6,13,340.6,58.97,B2C,Low Buy Box
2023-07-01,B0GNYGL8XH,0,606,902,0.0,0,0.0,88.01,B2C,Low Buy Box
2023-08-01,B0GNYGL8XH,0,2425,2736,0.0,0,0.0,36.42,B2C,Low Buy Box
2023-09-01,B0GNYGL8XH,0,197,259,10.15,20,633.51,88.67,B2C,Low Buy Box
2023-10-01,B0GNYGL8XH,0,3144,3670,0.32,10,144.05,7.53,B2C,Low Buy Box
2023-11-01,B0GNYGL8XH,0,1337,1814,0.82,11,442.55,44.85,B2C,High Buy Box
2023-12-01,B0GNYGL8XH,0,1017,1316,0.1,1,17.26,80.0,B2C,Low Buy Box
2024-01-01,B0GNYGL8XH,0,1243,1647,0.32,4,172.19,37.61,B2C,Low Buy Box
2022-04-01,B0K7P0E50X,0,568,879,0.0,0,0.0,23.16,B2C,Low Buy Box
2022-05-01,B0K7P0E50X,0,69,84,57.97,40,1428.71,75.85,B2C,Low Buy Box
2022-06-01,B0K7P0E50X,0,2511,3012,0.68,17,803.56,2.93,B2C,Low Buy Box
2022-07-01,B0K7P0E50X,0,1097,1605,1.37,15,602.83,8.66,B2C,Low Buy Box
2022-08-01,B0K7P0E50X,0,2814,3805,0.78,22,1143.7,36.44,B2C,Low Buy Box
2022-09-01,B0K7P0E50X,0,2699,3057,0.22,6,356.12,64.62,B2C,Low Buy Box
2022-10-01,B0K7P0E50X,0,2598,3571,0.0,0,0.0,97.95,B2C,Low Buy Box
2022-11-01,B0K7P0E50X,0,309,440,6.47,20,322.18,76.49,B2C,Low Buy Box
2022-12-01,B0K7P0E50X,0,2060,2423,0.19,4,243.81,45.74,B2C,Low Buy Box
2023-01-01,B0K7P0E50X,0,9041,13457,0.2,18,699.57,68.98,B2C,Low Buy Box
2023-02-01,B0K7P0E50X,0,1049,1375,0.19,2,49.95,99.69,B2C,Low Buy Box
2023-03-01,B0K7P0E50X,0,69,75,10.14,7,220.94,3.2,B2C,Low Buy Box
2023-04-01,B0K7P0E50X,0,2061,2627,0.92,19,1162.42,43.79,B2C,Low Buy Box
2023-05-01,B0K7P0E50X,0,1890,2840,1.48,28,756.25,94.28,B2C,Low Buy Box
2023-06-01,B0K7P0E50X,0,3580,5227,0.06,2,48.9,55.59,B2C,Low Buy Box
2023-07-01,B0K7P0E50X,0,5283,6088,0.19,10,219.04,79.93,B2C,Low Buy Box
2023-08-01,B0K7P0E50X,0,129,156,13.95,18,801.81,16.89,B2C,Low Buy Box
2023-09-01,B0K7P0E50X,0,1511,2050,1.19,18,620.43,2.78,B2C,Low Buy Box
2023-10-01,B0K7P0E50X,0,430,555,0.23,1,56.85,45.45,B2C,Low Buy Box
2023-11-01,B0K7P0E50X,0,7928,10023,0.11,9,512.37,24.04,B2C,Low Buy Box
2023-12-01,B0K7P0E50X,0,2189,2554,0.73,16,345.53,98.68,B2C,Low Buy Box
2024-01-01,B0K7P0E50X,0,1840,2757,2.61,48,1647.64,83.59,B2C,Low Buy Box
2022-04-01,B0Q9WTSM55,0,1187,1606,0.0,0,0.0,33.42,B2C,Low Buy Box
2022-05-01,B0Q9WTSM55,0,7479,10234,0.67,50,1544.23,78.45,B2C,High Buy Box
2022-06-01,B0Q9WTSM55,0,13982,16591,0.03,4,210.83,35.05,B2C,Low Buy Box
2022-07-01,B0Q9WTSM55,0,1854,2615,0.43,8,212.36,11.48,B2C,Low Buy Box
2022-08-01,B0Q9WTSM55,0,1215,1509,1.98,24,918.07,14.46,B2C,Low Buy Box
2022-09-01,B0Q9WTSM55,0,2404,2656,1.25,30,671.74,48.98,B2C,Low Buy Box
2022-10-01,B0Q9WTSM55,0,749,925,0.27,2,65.08,93.46,B2C,Low Buy Box
2022-11-01,B0Q9WTSM55,0,138,174,18.84,26,524.8,67.29,B2C,Low Buy Box
2022-12-01,B0Q9WTSM55,0,1978,2805,0.25,5,290.07,-8.4,B2C,Low Buy Box
2023-01-01,B0Q9WTSM55,0,730,770,1.1,8,143.11,21.27,B2C,Low Buy Box
2023-02-01,B0Q9WTSM55,0,1129,1521,1.95,22,718.38,40.98,B2C,Low Buy Box
2023-03-01,B0Q9WTSM55,0,2399,2984,0.63,15,509.73,76.09,B2C,Low Buy Box
2023-04-01,B0Q9WTSM55,0,966,1479,0.93,9,399.81,41.93,B2C,Low Buy Box
2023-05-01,B0Q9WTSM55,0,1788,2498,0.28,5,239.2,87.02,B2C,Low Buy Box
2023-06-01,B0Q9WTSM55,0,1093,1681,0.46,5,120.33,90.33,B2C,Low Buy Box
2023-07-01,B0Q9WTSM55,0,2249,3215,1.29,29,793.51,87.95,B2C,Low Buy Box
2023-08-01,B0Q9WTSM55,0,1845,2510,0.0,0,0.0,32.95,B2C,Low Buy Box
2023-09-01,B0Q9WTSM55,0,5243,7313,0.46,24,1076.21,22.2,B2C,Low Buy Box
2023-10-01,B0Q9WTSM55,0,507,569,0.2,1,18.13,59.71,B2C,Low Buy Box
2023-11-01,B0Q9WTSM55,0,4236,6436,1.23,52,1023.86,-7.11,B2C,Low Buy Box
2023-12-01,B0Q9WTSM55,0,4413,6407,1.81,80,4055.13,92.0,B2C,Low Buy Box
2024-01-01,B0Q9WTSM55,0,6189,9419,0.16,10,259.86,33.96,B2C,Low Buy Box
2022-04-01,B03GKAA9SB,0,2512,2758,0.04,1,38.8,18.47,B2C,Low Buy Box
2022-05-01,B03GKAA9SB,0,203,217,10.84,22,833.0,82.62,B2C,Low Buy Box
2022-06-01,B03GKAA9SB,0,7225,11070,0.36,26,1233.96,8.31,B2C,Low Buy Box
2022-07-01,B03GKAA9SB,0,3206,3501,1.62,52,2632.63,21.25,B2C,Low Buy Box
2022-08-01,B03GKAA9SB,0,2156,3027,1.3,28,1516.7,41.17,B2C,High Buy Box
2022-09-01,B03GKAA9SB,0,814,1182,0.12,1,33.73,-2.32,B2C,Low Buy Box
2022-10-01,B03GKAA9SB,0,1678,1799,0.12,2,65.93,46.0,B2C,Low Buy Box
2022-11-01,B03GKAA9SB,0,2889,4476,1.14,33,764.87,53.55,B2C,Low Buy Box
2022-12-01,B03GKAA9SB,0,1829,2275,1.15,21,462.4,3.08,B2C,Low Buy Box
2023-01-01,B03GKAA9SB,0,1123,1627,0.36,4,170.06,63.04,B2C,Low Buy Box
2023-02-01,B03GKAA9SB,0,342,511,18.42,63,2835.52,16.42,B2C,Low Buy Box
2023-03-01,B03GKAA9SB,0,2954,3354,0.07,2,71.52,61.62,B2C,High Buy Box
2023-04-01,B03GKAA9SB,0,435,512,3.45,15,247.65,68.1,B2C,Low Buy Box
2023-05-01,B03GKAA9SB,0,2089,2572,0.05,1,58.45,82.86,B2C,Low Buy Box
2023-06-01,B03GKAA9SB,0,74,90,10.81,8,344.17,56.78,B2C,Low Buy Box
2023-07-01,B03GKAA9SB,0,1099,1196,1.82,20,958.33,31.4,B2C,Low Buy Box
2023-08-01,B03GKAA9SB,0,1253,1882,2.0,25,678.71,50.72,B2C,High Buy Box
2023-09-01,B03GKAA9SB,0,1681,2163,0.59,10,154.46,93.7,B2C,Low Buy Box
2023-10-01,B03GKAA9SB,0,280,332,2.14,6,293.38,43.55,B2C,Low Buy Box
2023-11-01,B03GKAA9SB,0,1810,2692,1.6,29,835.64,93.84,B2C,Low Buy Box
2023-12-01,B03GKAA9SB,0,255,391,5.49,14,240.59,56.1,B2C,Low Buy Box
2024-01-01,B03GKAA9SB,0,1925,2115,1.3,25,654.33,17.65,B2C,Low Buy Box
2022-04-01,B0LHXVDPX0,0,1614,2264,0.31,5,291.65,86.6,B2C,High Buy Box
2022-05-01,B0LHXVDPX0,0,3761,4929,0.64,24,389.79,74.3,B2C,Low Buy Box
2022-06-01,B0LHXVDPX0,0,861,1181,5.57,48,994.46,82.61,B2C,Low Buy Box
2022-07-01,B0LHXVDPX0,0,528,605,0.76,4,142.96,99.8,B2C,Low Buy Box
2022-08-01,B0LHXVDPX0,0,235,248,6.38,15,713.47,18.95,B2C,Low Buy Box
2022-09-01,B0LHXVDPX0,0,255,342,23.53,60,1660.88,27.71,B2C,Low Buy Box
2022-10-01,B0LHXVDPX0,0,1574,1794,0.06,1,55.7,36.44,B2C,Low Buy Box
2022-11-01,B0LHXVDPX0,0,1378,1918,0.36,5,260.39,-3.03,B2C,Low Buy Box
2022-12-01,B0LHXVDPX0,0,962,1403,0.52,5,300.49,7.29,B2C,Low Buy Box
2023-01-01,B0LHXVDPX0,0,1903,2210,2.47,47,1714.95,-6.28,B2C,Low Buy Box
2023-02-01,B0LHXVDPX0,0,1445,2021,0.0,0,0.0,52.01,B2C,Low Buy Box
2023-03-01,B0LHXVDPX0,0,3571,4125,1.93,69,1257.22,62.67,B2C,High Buy Box
2023-04-01,B0LHXVDPX0,0,5823,7797,0.84,49,1928.99,61.16,B2C,High Buy Box
2023-05-01,B0LHXVDPX0,0,500,696,6.2,31,815.62,90.72,B2C,Low Buy Box
2023-06-01,B0LHXVDPX0,0,4959,6095,0.38,19,402.56,35.53,B2C,Low Buy Box
2023-07-01,B0LHXVDPX0,0,900,1371,0.33,3,150.58,68.2,B2C,Low Buy Box
2023-08-01,B0LHXVDPX0,0,5204,6500,0.13,7,368.75,7.71,B2C,Low Buy Box
2023-09-01,B0LHXVDPX0,0,1207,1540,0.91,11,443.08,16.0,B2C,Low Buy Box
2023-10-01,B0LHXVDPX0,0,950,1184,0.32,3,49.01,-4.1,B2C,High Buy Box
2023-11-01,B0LHXVDPX0,0,1395,1588,1.51,21,684.25,43.65,B2C,Low Buy Box
2023-12-01,B0LHXVDPX0,0,1093,1512,0.0,0,0.0,88.8,B2C,Low Buy Box
2024-01-01,B0LHXVDPX0,0,234,265,1.28,3,126.67,28.03,B2C,Low Buy Box
2022-04-01,B0P2F1178Q,0,1324,1981,1.21,16,306.66,33.22,B2C,Low Buy Box
2022-05-01,B0P2F1178Q,0,601,746,2.5,15,484.18,-4.25,B2C,Low Buy Box
2022-06-01,B0P2F1178Q,0,1239,1718,0.4,5,212.45,-6.8,B2C,High Buy Box
2022-07-01,B0P2F1178Q,0,989,1193,0.71,7,326.04,62.13,B2C,Low Buy Box
2022-08-01,B0P2F1178Q,0,3079,4119,0.36,11,671.09,83.66,B2C,Low Buy Box
2022-09-01,B0P2F1178Q,0,2019,2834,1.63,33,1730.06,37.26,B2C,Low Buy Box
2022-10-01,B0P2F1178Q,0,132,186,0.0,0,0.0,7.78,B2C,Low Buy Box
2022-11-01,B0P2F1178Q,0,2217,2363,0.81,18,986.64,42.29,B2C,Low Buy Box
2022-12-01,B0P2F1178Q,0,1587,2214,0.32,5,111.73,99.39,B2C,Low Buy Box
2023-01-01,B0P2F1178Q,0,5534,8192,0.05,3,180.56,63.35,B2C,High Buy Box
2023-02-01,B0P2F1178Q,0,1294,1990,3.01,39,1158.22,32.68,B2C,Low Buy Box
2023-03-01,B0P2F1178Q,0,937,1330,1.17,11,677.45,-1.42,B2C,Low Buy Box
2023-04-01,B0P2F1178Q,0,1225,1502,3.59,44,1083.31,80.87,B2C,Low Buy Box
2023-05-01,B0P2F1178Q,0,2220,2978,1.53,34,1663.02,22.35,B2C,Low Buy Box
2023-06-01,B0P2F1178Q,0,560,708,1.96,11,634.7,-8.99,B2C,High Buy Box
2023-07-01,B0P2F1178Q,0,177,225,5.08,9,256.84,51.62,B2C,Low Buy Box
2023-08-01,B0P2F1178Q,0,2017,2764,0.15,3,147.49,82.66,B2C,Low Buy Box
2023-09-01,B0P2F1178Q,0,1462,1749,4.86,71,1599.69,96.58,B2C,Low Buy Box
2023-10-01,B0P2F1178Q,0,2233,2965,0.09,2,83.89,-1.34,B2C,High Buy Box
2023-11-01,B0P2F1178Q,0,241,254,16.18,39,1846.37,36.1,B2C,High Buy Box
2023-12-01,B0P2F1178Q,0,347,470,30.84,107,1902.61,47.69,B2C,Low Buy Box
